Date,Product_ID,Order_Quantity,Demand,Inventory_Level,Lead_Time,Machine_Availability,Supplier_Reliability
2024-10-26,A,82,41,134,4,1,0.9745416461214688
2024-10-26,B,32,112,328,7,1,0.9622327354077491
2024-10-26,C,43,100,942,13,1,0.953598992706618
2024-10-26,D,139,132,626,9,1,0.7676993749156165
2024-10-26,E,84,58,805,13,1,0.7199979489469918
2024-10-27,A,90,50,735,3,0,0.807839386556183
2024-10-27,B,50,104,672,10,0,0.7751076188712566
2024-10-27,C,79,136,768,11,1,0.8820919348822797
2024-10-27,D,195,99,724,9,1,0.7805796798743793
2024-10-27,E,162,126,226,1,1,0.7433309452465232
2024-10-28,A,101,40,580,1,1,0.8756963006286398
2024-10-28,B,61,96,565,9,1,0.8098859158619567
2024-10-28,C,192,139,704,4,1,0.7720454788066042
2024-10-28,D,95,54,613,7,1,0.7569798298691077
2024-10-28,E,15,145,760,13,1,0.8023447977459048
2024-10-29,A,163,84,778,4,1,0.7508267206279741
2024-10-29,B,90,50,145,14,1,0.7812050812905194
2024-10-29,C,17,117,486,9,1,0.9737798036774171
2024-10-29,D,95,103,761,14,1,0.9157058329488673
2024-10-29,E,142,119,688,11,1,0.7531645170636375
2024-10-30,A,76,140,726,1,1,0.7816946191543248
2024-10-30,B,21,57,783,13,1,0.8339063738289778
2024-10-30,C,94,86,954,4,1,0.8560404543354054
2024-10-30,D,83,136,991,6,1,0.9345797739364626
2024-10-30,E,128,52,254,10,1,0.7171284281529652
2024-10-31,A,74,35,533,6,1,0.8770512320949232
2024-10-31,B,88,119,150,8,1,0.8219099215832384
2024-10-31,C,115,94,415,14,1,0.9423494355479867
2024-10-31,D,20,41,269,2,1,0.8236053216854969
2024-10-31,E,61,60,900,13,1,0.8918124401628327
2024-11-01,A,161,102,227,7,1,0.822123033813694
2024-11-01,B,139,131,370,3,1,0.9092343484492919
2024-11-01,C,65,92,302,13,1,0.9688770149414737
2024-11-01,D,56,86,661,2,0,0.9594984928623329
2024-11-01,E,125,134,699,2,1,0.8253905524041661
2024-11-02,A,163,100,705,10,1,0.867915230778494
2024-11-02,B,129,30,566,2,1,0.9387895268801822
2024-11-02,C,158,117,423,12,1,0.7455940547422153
2024-11-02,D,39,126,891,14,1,0.712493206701994
2024-11-02,E,197,124,410,13,1,0.8569474002417947
2024-11-03,A,191,55,805,6,1,0.7699562663264848
2024-11-03,B,188,64,910,13,1,0.7048373939116644
2024-11-03,C,48,71,384,11,1,0.9396845686215118
2024-11-03,D,151,105,530,10,1,0.8685630868724539
2024-11-03,E,169,55,470,1,1,0.9426575617100695
2024-11-04,A,139,110,769,8,1,0.8136867729437522
2024-11-04,B,146,51,901,14,1,0.9789765289436995
2024-11-04,C,62,112,455,12,1,0.7295640554238827
2024-11-04,D,114,51,245,12,1,0.7037733437458585
2024-11-04,E,143,112,147,14,1,0.8405805430364529
2024-11-05,A,25,30,470,5,1,0.9237201201044076
2024-11-05,B,134,110,291,10,1,0.7051864134290089
2024-11-05,C,134,62,677,14,1,0.7012318608692345
2024-11-05,D,116,103,603,4,1,0.9126397794718462
2024-11-05,E,155,117,805,1,1,0.9369923500050319
2024-11-06,A,44,132,736,10,1,0.9037515098613979
2024-11-06,B,197,140,882,3,1,0.7862207601536447
2024-11-06,C,159,93,652,7,0,0.700428502923753
2024-11-06,D,34,120,716,6,1,0.9997621896830322
2024-11-06,E,69,78,324,3,1,0.7193502276059685
2024-11-07,A,178,91,448,10,1,0.7696868962289357
2024-11-07,B,88,37,765,4,1,0.9610074776560497
2024-11-07,C,199,109,569,12,1,0.7861773084631203
2024-11-07,D,179,130,640,2,1,0.7414849520214243
2024-11-07,E,10,68,376,1,1,0.7823235163001125
2024-11-08,A,157,39,442,9,1,0.9585640993354771
2024-11-08,B,42,127,842,13,1,0.7374869698252053
2024-11-08,C,86,30,232,1,1,0.9994585163433357
2024-11-08,D,118,136,756,1,0,0.8739416035500388
2024-11-08,E,37,71,198,13,1,0.9399075586008373
2024-11-09,A,19,37,816,11,1,0.7299290673108527
2024-11-09,B,154,104,119,9,1,0.7164142524500919
2024-11-09,C,109,83,989,9,1,0.9428282465388444
2024-11-09,D,43,72,685,14,1,0.7702307994911921
2024-11-09,E,103,95,643,10,1,0.9886587628833974
2024-11-10,A,81,77,405,13,1,0.7969582749572132
2024-11-10,B,83,75,424,2,1,0.7318275338838727
2024-11-10,C,148,146,398,4,1,0.8774055112159628
2024-11-10,D,187,103,453,10,1,0.7992975842810208
2024-11-10,E,168,71,858,4,1,0.8203757749611184
2024-11-11,A,99,140,979,7,1,0.9343871942217077
2024-11-11,B,79,92,576,11,1,0.9976224293774069
2024-11-11,C,84,100,765,8,1,0.9873299974528668
2024-11-11,D,35,71,780,4,1,0.8178517229444207
2024-11-11,E,75,95,243,9,1,0.8509217800814827
2024-11-12,A,40,114,515,6,1,0.7854739757657307
2024-11-12,B,121,95,329,6,1,0.779676279492208
2024-11-12,C,114,94,429,7,1,0.956336524955621
2024-11-12,D,184,104,369,6,1,0.9525950584174678
2024-11-12,E,172,95,430,13,1,0.8431144675538064
2024-11-13,A,29,140,369,2,1,0.7334907788188184
2024-11-13,B,113,71,285,2,1,0.7689148851049695
2024-11-13,C,28,101,831,8,1,0.7787530871449496
2024-11-13,D,95,110,327,1,1,0.813153637535273
2024-11-13,E,103,50,776,11,1,0.8945364742544304
2024-11-14,A,119,104,747,4,1,0.8846043521885723
2024-11-14,B,56,123,659,11,1,0.8697665815305277
2024-11-14,C,77,40,304,13,1,0.8947461894492618
2024-11-14,D,86,77,867,10,1,0.7280560370793728
2024-11-14,E,67,48,187,3,1,0.7148048691092264
2024-11-15,A,37,146,677,10,1,0.791694549050855
2024-11-15,B,151,141,183,1,1,0.7409509036250747
2024-11-15,C,150,91,862,2,1,0.9725095781239245
2024-11-15,D,12,41,695,14,1,0.9031902059006978
2024-11-15,E,72,91,660,3,1,0.9906903586246899
2024-11-16,A,85,44,949,12,1,0.9527663504395544
2024-11-16,B,54,91,562,7,1,0.7226891091503648
2024-11-16,C,73,131,348,6,1,0.7502411471650127
2024-11-16,D,199,118,663,6,1,0.9016847957539457
2024-11-16,E,159,49,132,8,1,0.7977106634733107
2024-11-17,A,66,116,232,7,0,0.9414498451889416
2024-11-17,B,185,138,727,13,1,0.7719846711170893
2024-11-17,C,111,83,881,4,1,0.9001110571376062
2024-11-17,D,76,39,148,7,1,0.7116398364186662
2024-11-17,E,36,104,724,5,1,0.805192807437144
2024-11-18,A,102,44,582,5,1,0.9027677868490632
2024-11-18,B,174,32,428,10,1,0.8819984589327603
2024-11-18,C,32,52,862,5,0,0.9707626344528859
2024-11-18,D,164,80,931,4,1,0.9220053400474638
2024-11-18,E,155,92,150,9,1,0.8205440375805085
2024-11-19,A,180,73,721,4,1,0.74566846417506
2024-11-19,B,137,134,621,4,1,0.8760303723533773
2024-11-19,C,117,104,751,14,1,0.8345897774853203
2024-11-19,D,72,113,636,12,1,0.8517318501607632
2024-11-19,E,135,79,801,9,1,0.9355020508624786
2024-11-20,A,23,30,308,9,1,0.9488286611301939
2024-11-20,B,114,128,246,7,1,0.8390654253655973
2024-11-20,C,153,62,485,14,1,0.821192884990925
2024-11-20,D,98,45,306,10,1,0.8309745165225473
2024-11-20,E,161,140,282,3,1,0.7726879987601399
2024-11-21,A,83,128,826,1,0,0.7058338775258639
2024-11-21,B,151,92,472,10,1,0.7174825904681723
2024-11-21,C,72,125,836,1,1,0.7026995971849767
2024-11-21,D,169,145,818,13,1,0.8944306381783214
2024-11-21,E,161,138,699,11,1,0.792954135025984
2024-11-22,A,50,56,684,4,1,0.8356942105154006
2024-11-22,B,104,73,749,5,1,0.7130982786139025
2024-11-22,C,47,132,852,6,0,0.7604197308381662
2024-11-22,D,181,148,941,6,1,0.7200973283187543
2024-11-22,E,67,134,365,10,1,0.8247740962892528
2024-11-23,A,167,66,730,3,1,0.7573832113112191
2024-11-23,B,61,130,155,12,1,0.7197489530089461
2024-11-23,C,115,121,890,13,1,0.860210833961397
2024-11-23,D,161,80,541,10,1,0.7211382033000875
2024-11-23,E,66,91,974,2,1,0.8382606205808956
2024-11-24,A,79,59,458,7,1,0.9215617118427722
2024-11-24,B,66,138,876,7,1,0.9322753443102013
2024-11-24,C,44,126,888,4,0,0.8871878528296042
2024-11-24,D,24,149,195,6,1,0.7231433122258183
2024-11-24,E,41,81,182,1,1,0.7841583465566202
2024-11-25,A,88,107,758,11,1,0.91927841077991
2024-11-25,B,82,130,567,2,0,0.9593624024746251
2024-11-25,C,134,148,172,11,1,0.7396105530669986
2024-11-25,D,87,121,285,8,1,0.9453551990244498
2024-11-25,E,60,48,248,11,1,0.7302843044908122
2024-11-26,A,182,57,337,8,1,0.8193320054593118
2024-11-26,B,166,46,679,12,1,0.7944415176761704
2024-11-26,C,83,54,422,2,1,0.8505806742342582
2024-11-26,D,35,101,198,11,1,0.85147984122682
2024-11-26,E,198,141,970,3,1,0.7393239585114109
2024-11-27,A,60,44,619,6,1,0.8107053197233518
2024-11-27,B,112,39,713,14,1,0.7880045880010268
2024-11-27,C,14,148,834,7,1,0.8260999928295527
2024-11-27,D,32,77,208,8,1,0.9344906336329631
2024-11-27,E,36,104,424,9,1,0.7033997779613462
2024-11-28,A,56,108,721,13,1,0.7906830101489345
2024-11-28,B,95,121,891,13,1,0.733005316338263
2024-11-28,C,55,149,373,11,0,0.8327181222244581
2024-11-28,D,133,39,428,11,1,0.8420304800782146
2024-11-28,E,140,147,881,10,1,0.990433670921835
2024-11-29,A,73,141,810,4,1,0.7853535879227332
2024-11-29,B,100,68,306,10,1,0.7967349429131949
2024-11-29,C,10,136,405,14,1,0.7961988264209297
2024-11-29,D,71,110,775,8,0,0.9161119638196609
2024-11-29,E,150,38,238,11,1,0.9009860472577654
2024-11-30,A,65,60,904,11,1,0.8454576219148311
2024-11-30,B,184,98,541,4,1,0.7442357801424703
2024-11-30,C,179,77,813,2,1,0.8294752987352527
2024-11-30,D,150,30,676,1,1,0.7160729678822223
2024-11-30,E,68,121,516,5,1,0.8512210239245273
2024-12-01,A,186,77,427,1,1,0.9527392320506726
2024-12-01,B,78,117,700,1,1,0.7482140047572957
2024-12-01,C,140,78,758,12,1,0.9898677177117461
2024-12-01,D,82,85,244,12,1,0.8120620888942887
2024-12-01,E,58,105,543,4,1,0.9141702800189794
2024-12-02,A,59,97,277,5,1,0.8579784827769368
2024-12-02,B,89,40,346,4,0,0.9968048542126118
2024-12-02,C,127,109,705,2,1,0.9846748654566145
2024-12-02,D,154,118,575,13,1,0.9440220680694039
2024-12-02,E,83,90,797,11,0,0.8728477989477899
2024-12-03,A,169,134,336,3,1,0.8056926652627534
2024-12-03,B,89,36,871,11,1,0.9881705608970305
2024-12-03,C,121,113,391,6,1,0.8467968242425364
2024-12-03,D,84,59,838,9,1,0.902659710586017
2024-12-03,E,121,144,894,5,1,0.704055181509916
2024-12-04,A,89,109,988,4,1,0.7528247899095148
2024-12-04,B,163,51,474,10,1,0.7808903197657612
2024-12-04,C,181,129,526,5,1,0.9195038796362445
2024-12-04,D,94,90,748,13,1,0.7317101811637902
2024-12-04,E,132,31,717,12,1,0.8267618140671564
2024-12-05,A,66,110,571,3,1,0.7752961618948212
2024-12-05,B,16,38,665,8,1,0.9524019157018144
2024-12-05,C,11,79,341,11,1,0.968460760211656
2024-12-05,D,20,62,865,7,1,0.7074091893058333
2024-12-05,E,135,139,146,14,1,0.7184823955877407
2024-12-06,A,28,110,222,10,1,0.774970516491067
2024-12-06,B,59,110,706,12,1,0.8213558573374705
2024-12-06,C,68,65,870,10,1,0.7213540708954258
2024-12-06,D,176,119,410,13,1,0.9475404626984257
2024-12-06,E,30,81,437,11,1,0.7545425397000849
2024-12-07,A,53,61,877,8,1,0.7564047151588866
2024-12-07,B,37,82,727,3,1,0.8581445144875793
2024-12-07,C,117,96,685,10,1,0.7858672921719982
2024-12-07,D,44,93,600,10,1,0.7069141265219822
2024-12-07,E,140,96,904,3,1,0.7838804297935396
2024-12-08,A,198,122,989,10,0,0.7402607278979051
2024-12-08,B,170,51,275,3,1,0.9281819744170186
2024-12-08,C,30,130,270,5,1,0.8375949694243228
2024-12-08,D,47,117,366,9,0,0.7872166922861995
2024-12-08,E,70,147,246,14,1,0.8101833103842128
2024-12-09,A,194,43,143,1,1,0.9509860631102974
2024-12-09,B,64,80,969,7,1,0.9453712530497318
2024-12-09,C,168,109,130,9,1,0.9096501011338098
2024-12-09,D,61,39,571,10,1,0.7024024422021348
2024-12-09,E,196,143,663,2,1,0.7243178691632809
2024-12-10,A,118,125,836,2,1,0.988425273353972
2024-12-10,B,76,90,426,8,1,0.9080145701844566
2024-12-10,C,160,59,707,8,1,0.8510859813920804
2024-12-10,D,122,121,736,8,1,0.8519051659842437
2024-12-10,E,170,98,905,2,1,0.9044380346275815
2024-12-11,A,48,83,611,10,1,0.7557800922623154
2024-12-11,B,25,50,784,7,1,0.9308926491650963
2024-12-11,C,91,91,898,4,1,0.9245082500285859
2024-12-11,D,82,32,214,10,1,0.868104602305097
2024-12-11,E,87,32,325,1,1,0.95378957682956
2024-12-12,A,139,100,723,5,1,0.7673747147961703
2024-12-12,B,170,61,547,5,1,0.8052926871778274
2024-12-12,C,51,130,620,9,1,0.7183649974430716
2024-12-12,D,29,135,844,10,1,0.8376909154196046
2024-12-12,E,98,131,807,14,1,0.7315795487441276
2024-12-13,A,91,55,539,4,1,0.8592085569290564
2024-12-13,B,174,138,732,1,1,0.7699133884800617
2024-12-13,C,137,119,571,14,1,0.7340161286657717
2024-12-13,D,42,60,480,12,1,0.9496717320125325
2024-12-13,E,66,67,799,6,0,0.9854189117453247
2024-12-14,A,193,43,644,10,1,0.8236289706124343
2024-12-14,B,77,120,959,13,1,0.889134434697397
2024-12-14,C,106,141,886,5,1,0.9027977469269021
2024-12-14,D,36,46,912,8,1,0.9473879058402679
2024-12-14,E,42,30,303,6,1,0.7143516437521116
2024-12-15,A,89,47,788,2,1,0.9431309756846876
2024-12-15,B,145,32,124,10,1,0.900405835753768
2024-12-15,C,91,79,984,1,1,0.9521897934457376
2024-12-15,D,25,109,594,6,1,0.8807534090724186
2024-12-15,E,190,92,467,9,1,0.8418637966631635
2024-12-16,A,153,81,640,12,1,0.9913659735656483
2024-12-16,B,98,42,939,8,1,0.74717069952827
2024-12-16,C,42,115,661,8,1,0.8321303711968138
2024-12-16,D,187,58,138,11,1,0.8809666406973891
2024-12-16,E,55,96,296,14,1,0.9766146406381322
2024-12-17,A,198,52,665,10,1,0.7998070539078009
2024-12-17,B,107,84,739,5,1,0.9067430070941013
2024-12-17,C,127,129,660,9,1,0.9337016181772113
2024-12-17,D,187,146,222,6,1,0.9435727344879714
2024-12-17,E,21,33,472,13,1,0.7469280756464857
2024-12-18,A,16,116,827,5,1,0.7949794181231706
2024-12-18,B,15,118,307,5,1,0.9612902799587628
2024-12-18,C,86,106,387,13,1,0.9922914889331432
2024-12-18,D,129,65,253,10,1,0.9894071436485383
2024-12-18,E,86,30,587,3,1,0.8738897374605454
2024-12-19,A,24,133,294,13,1,0.7816856982124403
2024-12-19,B,180,142,927,6,1,0.8708563836046098
2024-12-19,C,130,124,246,3,1,0.9807982537005333
2024-12-19,D,178,136,726,13,1,0.803193890894911
2024-12-19,E,93,106,772,5,1,0.8934159932145452
2024-12-20,A,23,133,551,7,0,0.8662543766346397
2024-12-20,B,141,123,822,9,0,0.810025622927782
2024-12-20,C,69,75,921,10,0,0.9862394924713218
2024-12-20,D,36,99,317,2,1,0.9956572399765654
2024-12-20,E,59,48,356,8,1,0.8701098350503682
2024-12-21,A,49,67,147,7,1,0.9801036718398806
2024-12-21,B,116,89,875,6,1,0.7002368533279656
2024-12-21,C,99,31,435,6,1,0.8549333025708464
2024-12-21,D,156,57,171,14,1,0.9022592868594789
2024-12-21,E,65,119,322,8,1,0.8132162874924329
2024-12-22,A,34,145,591,13,1,0.8987115579738261
2024-12-22,B,85,38,263,9,1,0.8558193055850403
2024-12-22,C,179,90,273,6,1,0.8808009882833515
2024-12-22,D,91,145,691,8,1,0.980872116342161
2024-12-22,E,66,100,628,2,1,0.8134074848303205
2024-12-23,A,194,42,402,7,1,0.9126296897036964
2024-12-23,B,74,58,659,5,1,0.7077227229241648
2024-12-23,C,110,100,774,13,1,0.8366505085657661
2024-12-23,D,81,129,380,12,0,0.9834250240630635
2024-12-23,E,183,52,310,14,1,0.707317297933029
2024-12-24,A,10,48,480,12,1,0.8810743741369188
2024-12-24,B,100,81,838,12,1,0.7493576117178437
2024-12-24,C,117,116,865,1,0,0.7369156370770974
2024-12-24,D,178,135,944,12,1,0.9972137675869315
2024-12-24,E,101,59,117,12,1,0.7717669640997573
2024-12-25,A,124,89,501,1,1,0.8087529193966371
2024-12-25,B,68,31,452,7,1,0.8700418315031397
2024-12-25,C,27,46,837,7,1,0.8670196923277653
2024-12-25,D,103,105,646,11,1,0.868208344412704
2024-12-25,E,34,77,259,4,1,0.7618608147705336
2024-12-26,A,175,146,802,1,1,0.9717550576296387
2024-12-26,B,73,46,481,14,1,0.77097037756333
2024-12-26,C,22,64,654,2,1,0.952737095835524
2024-12-26,D,60,83,243,2,1,0.7040919537507643
2024-12-26,E,51,134,370,12,1,0.8486961762649741
2024-12-27,A,121,84,944,8,1,0.7590065674693639
2024-12-27,B,131,124,691,10,0,0.8881775201907934
2024-12-27,C,143,121,899,12,1,0.8037485710928781
2024-12-27,D,136,102,234,2,1,0.7095983380432974
2024-12-27,E,50,69,102,1,1,0.8630786724733877
2024-12-28,A,123,141,535,6,1,0.713430516606546
2024-12-28,B,175,55,494,10,1,0.9663452921007457
2024-12-28,C,40,106,601,3,1,0.8182250945530095
2024-12-28,D,120,130,979,14,1,0.8510710223210665
2024-12-28,E,172,145,272,6,1,0.9689512752876984
2024-12-29,A,111,38,632,4,1,0.7973662329192778
2024-12-29,B,92,84,432,12,0,0.792867790453922
2024-12-29,C,89,54,602,7,0,0.9417026137128113
2024-12-29,D,193,67,238,3,1,0.9039177388005274
2024-12-29,E,58,125,812,13,1,0.8418476874688907
2024-12-30,A,102,145,969,1,1,0.9915852535779417
2024-12-30,B,127,49,986,3,1,0.8900392357707317
2024-12-30,C,123,56,856,8,1,0.9465404377762601
2024-12-30,D,118,149,690,6,1,0.7339407813022071
2024-12-30,E,38,90,818,8,1,0.8923018171962104
